battery,camera,memory,price,processor,screen,title,warranty
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹6,799",Snapdragon 425 Processor,12.7 cm (5 inch) Display,"Samsung Galaxy J2 2018 (Pink, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2000 mAh Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹6,000",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,11.94 cm (4.7 inch) Display,"Samsung Galaxy J2-2017 (Absolute black, 8 GB)",
2000 mAh Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹6,799",Exynos 3475 Quad Core 1.3GHz Processor,11.94 cm (4.7 inch) quarter HD Display,"Samsung Galaxy J2 (White, 8 GB)",1 Year Manufacturer Warranty
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 256 GB,"₹6,200",Exynos 7570 Processor,12.7 cm (5 inch) quarter HD Display,"Samsung Galaxy J2 Core (Black, 8 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹7,500",Snapdragon 425 Processor,12.7 cm (5 inch) Display,"Samsung Galaxy J2 2018 (Gold, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Lithium-ion Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹9,499",Qualcomm Snapdragon SD425 Processor,15.24 cm (6 inch) HD+ Display,"Samsung Galaxy J4 Plus (Gold, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2100 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹15,980",Cortex-A7 Processor,12.73 cm (5.01 inch) WVGA Display,"Samsung Galaxy Grand Neo (Midnight Black, 8 GB)",1 Year for Mobile & 6 Months for Accessories
3000 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹9,977",Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy On7 (Black, 8 GB)",Brand Warranty of 1 Year
3300 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹15,299",Exynos 7870 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 - 6 (New 2016 Edition) (White, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹13,800",Exynos 7870 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 - 6 (New 2016 Edition) (Black, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1200 mAh Battery,2MP Rear Camera,46 MB ROM,"₹3,007",1 Year Manufacturer Warranty,5.59 cm (2.2 inch) QVGA Display,Samsung Metro 350,
1200 mAh Battery,2MP Rear Camera,32 MB RAM,"₹3,000",1 Year Manufacturer Warranty,7.11 cm (2.8 inch) HVGA Display,Samsung B350,
3500 mAh Battery,16MP + 5MP | 24MP Front Camera,4 GB RAM | 64 GB ROM,"₹20,099",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,15.24 cm (6 inch) Full HD+ Display,"Samsung Galaxy A6+ (Blue, 64 GB)",
1 Year for Mobile & 6 Months for Accessories,800 mAh Battery,NA ROM,"₹1,100",,3.81 cm (1.5 inch) NA Display,Samsung Guru 1200,
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹9,500",Exynos 7570 Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J4 (Blue, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
0 0 0 0 Processor Processor,800 mAh Battery,NA ROM,"₹1,200",1 Year for Mobile & 6 Months for Accessories,3.81 cm (1.5 inch) NA Display,Samsung Guru 1200,
3500 mAh Battery,12MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"₹56,899",Exynos 8895 Octa Core 2.3GHz Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S8 Plus (Midnight Black, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3600 mAh Battery,16MP Rear Camera | 16MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹25,900",Exynos 7880 64-bit Processor,14.48 cm (5.7 inch) Full HD Display,"Samsung Galaxy A7-2017 (Gold Sand, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
0 0 0 0 Processor Processor,800 mAh Battery,NA ROM,"₹1,100",1 Year for Mobile & 6 Months for Accessories,3.81 cm (1.5 inch) NA Display,Samsung Guru 1200,
2600 mAh Battery,16MP Rear Camera | 5MP Front Camera,3 GB RAM | 32 GB ROM,"₹37,299",0 0 Octa Core 2.1GHz Processor,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S6 Edge (Black Sapphire, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹10,990",Exynos 7570 Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J4 (Gold, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1000 mAh Battery,0.3MP Rear Camera,4 MB RAM | 2 MB ROM | Expandable Upto 16 GB,"₹2,196",1 Year Manufacturer Warranty,5.16 cm (2.03 inch) Display,Samsung Metro 313,
1200 mAh Battery,2MP Rear Camera,32 MB ROM | Expandable Upto 16 GB,"₹3,062",1 Year Manufacturer Warranty,6.1 cm (2.4 inch) QVGA Display,Samsung Metro 350,
1200 mAh Battery,2MP Rear Camera,46 MB RAM | 64 MB ROM,"₹3,200",1 Year Manufacturer Warranty,5.59 cm (2.2 inch) QVGA Display,Samsung Metro 350,
5000 mAh Lithium-ion Battery,13MP + 5MP + 2MP | 8MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹10,999",Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,16.26 cm (6.4 inch) HD+ Display,"Samsung Galaxy M11 (Black, 32 GB)",1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
4000 mAh Lithium-ion Battery,13MP + 2MP | 5MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹8,999",Qualcomm Snapdragon (SDM439) Octa Core Processor,14.48 cm (5.7 inch) HD+ Display,"Samsung Galaxy M01 (Black, 32 GB)",1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
5000 mAh Lithium-ion Battery,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹16,499",Exynos 850 Octa Core Processor,16.51 cm (6.5 inch) HD+ Display,"Samsung Galaxy A21s (White, 64 GB)",1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
2600 mAh Lithium-ion Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹6,299",Qualcomm MSM8917 Processor,12.7 cm (5 inch) quarter HD Display,"Samsung Galaxy J2 Core (Black, 16 GB)",1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹8,980",MediaTek MT6762 Processor,15.75 cm (6.2 inch) HD+ Display,"Samsung Galaxy A10s (Blue, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹10,099",MediaTek MT6762 Processor,15.75 cm (6.2 inch) HD+ Display,"Samsung Galaxy A10s (Blue, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹13,695",Qualcomm SDM450-B01 Processor,16.51 cm (6.5 inch) HD+ Display,"Samsung Galaxy A20s (Green, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Lithium-ion Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹6,299",Qualcomm MSM8917 Processor,12.7 cm (5 inch) quarter HD Display,"Samsung Galaxy J2 Core (Gold, 16 GB)",1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
4000 mAh Lithium-ion Battery,25MP + 5MP + 8MP | 25MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹15,499",Exynos 9610 Processor,16.26 cm (6.4 inch) Full HD+ Display,"Samsung Galaxy A50 (White, 64 GB)",Super AMOLED Display
2600 mAh Lithium-ion Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹6,299",Qualcomm MSM8917 Processor,12.7 cm (5 inch) quarter HD Display,"Samsung Galaxy J2 Core (Blue, 16 GB)",1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
6000 mAh Battery,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹16,298",Samsung Exynos 9 Octa 9611 Processor,16.26 cm (6.4 inch) Full HD+ Display,"Samsung Galaxy M31 (Space Black, 64 GB)",1 year
4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹8,980",MediaTek MT6762 Processor,15.75 cm (6.2 inch) HD+ Display,"Samsung Galaxy A10s (Green, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4500 mAh Lithium Ion Battery,64MP + 5MP + 8MP | 32MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹25,900",Qualcomm SM6150 Processor,17.02 cm (6.7 inch) Full HD+ Display,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
6000 mAh Battery,48MP + 8MP + 5MP | 20MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹13,499", Exynos 9611-Octa Core processor Processor,16.26 cm (6.4 inch) Full HD+ Display,"Samsung Galaxy M21 (Midnight Blue, 64 GB)",1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹13,695",Qualcomm SDM450-B01 Processor,16.51 cm (6.5 inch) HD+ Display,"Samsung Galaxy A20s (Blue, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Battery,13MP Rear Camera,4 GB RAM | 64 GB ROM,"₹13,589",12 Months,16.26 cm (6.4 inch) Display,"Samsung Galaxy M30 (Gradation Black, 64 GB)",
4500 mAh Lithium Ion Battery,64MP + 5MP + 8MP | 32MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹25,900",Qualcomm SM6150 Processor,17.02 cm (6.7 inch) Full HD+ Display,"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
6000 mAh Battery,48MP Rear Camera | 16MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹14,082",Exynos 9611 Processor,16.26 cm (6.4 inch) Full HD Display,"Samsung Galaxy M30s (Blue, 64 GB)",1 Year Manufacturer Warranty
4500 mAh Lithium-ion Battery,12MP + 12MP + 12MP | 32MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"₹37,999",Exynos 9810 Processor,17.02 cm (6.7 inch) Full HD+ Display,"Samsung Galaxy Note10 Lite (Aura Red, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
6000 mAh Battery,48MP + 48MP + 8MP + 5MP | 16MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹16,999",Exynos 9611 Processor,16.26 cm (6.4 inch) Full HD Display,"Samsung Galaxy M30s (Opal Black, 128 GB)",1 Year Manufacturer Warranty
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹8,200",Snapdragon 425 Processor,12.7 cm (5 inch) Display,"Samsung Galaxy J2 2018 (Black, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
6000 mAh Battery,48MP Rear Camera | 16MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹12,998",Exynos 9611 Processor,16.26 cm (6.4 inch) Full HD Display,"Samsung Galaxy M30s (Black, 64 GB)",1 Year Manufacturer Warranty
3300 mAh Li-ion Battery,13MP Rear Camera | 13MP Front Camera,3 GB RAM | 32 GB ROM,"₹14,990",Exynos Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy J7 Prime 2 (Gold, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Li-ion Battery,48MP + 8MP + 5MP | 32MP Front Camera,6 GB RAM | 128 GB ROM,"₹21,099",Exynos 9611 Processor,16.26 cm (6.4 inch) Full HD+ Display,"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
4000 mAh Li-ion Battery,48MP + 8MP + 5MP | 32MP Front Camera,6 GB RAM | 128 GB ROM,"₹21,099",Exynos 9611 Processor,16.26 cm (6.4 inch) Full HD+ Display,"Samsung Galaxy A50s (Prism Crush White, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
3600 mAh Battery,13MP Rear Camera | 13MP Front Camera,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"₹20,000",Exynos Octa-Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy J7 Pro (Gold, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Lithium-ion Battery,24MP + 5MP + 8MP | 24MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹24,600",Samsung Exynos Octa Core Processor (2.2 GHz) Processor,15.24 cm (6 inch) Full HD+ Display,"Samsung Galaxy A7 (Blue, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹7,990",Qualcomm MSM8916 Processor,12.7 cm (5 inch) HD Display,"Samsung Galaxy J5 (Black, 8 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Lithium-ion Battery,24MP + 5MP + 8MP | 24MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"₹22,300",Samsung Exynos Octa Core Processor (2.2 GHz) Processor,15.24 cm (6 inch) Full HD+ Display,"Samsung Galaxy A7 (Gold, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,32MP Rear Camera,6 GB RAM | 128 GB ROM,"₹16,990",1 YEAR,16.0 cm (6.3 inch) Display,"Samsung Galaxy M40 (COCKTAIL ORANGE, 128 GB)",
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"₹10,599",1.6 GHz Exynos Octa Core Processor,14.22 cm (5.6 inch) HD+ Display,"Samsung Galaxy On6 (Blue, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Battery,13MP Rear Camera,4 GB RAM | 64 GB ROM,"₹11,999",12 months,16.0 cm (6.3 inch) Display,"Samsung Galaxy M20 (Ocean Blue, 64 GB)",
5000 mAh Battery,5MP Rear Camera | 8MP + 8MP Dual Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 512 MB,"₹10,990",1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,16.0 cm (6.3 inch) Full HD+ Display,"Samsung Galaxy M20 (Ocean Blue, 32 GB)",
3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹27,399",Qualcomm Snapdragon 660 Processor,16.0 cm (6.3 inch) Full HD+ Display,"Samsung Galaxy A9 (Caviar Black, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium-ion Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹71,599",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,16.26 cm (6.4 inch) Quad HD+ Display,"Samsung Galaxy Note 9 (Lavender Purple, 128 GB)",
3300 mAh Battery,13MP Rear Camera | 13MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹19,900","MediaTek MTK6757V/WL 2.39GHz, 1.69GHz, Octa Core Processor",14.48 cm (5.7 inch) Full HD Display,"Samsung Galaxy On Max (Gold, 32 GB)",Brand Warranty of 1 Year
2100 mAh Li-ion Battery,8MP Rear Camera | 1.9MP Front Camera,1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹17,000",Cortex-A7 Processor,12.19 cm (4.8 inch) HD Display,"Samsung Galaxy S3 Neo (Pebble Blue, 16 GB)",1 Year for Mobile & 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"₹10,599",1.6 GHz Exynos Octa Core Processor,14.22 cm (5.6 inch) HD+ Display,"Samsung Galaxy On6 (Black, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1200 mAh Battery,2MP Rear Camera,32 MB RAM | NA ROM | Expandable Upto 16 GB,"₹2,089",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6.1 cm (2.4 inch) QVGA Display,Samsung B351E/Metro 350,
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹12,900",Exynos Octa Core 1.6 GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 Nxt (Gold, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Battery,13MP Rear Camera | 8MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹15,300",Exynos 7870 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy J7 Prime (Black, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"₹30,999",Exynos 9810 Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S9 Plus (Coral Blue, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"₹27,399",Qualcomm Snapdragon 660 Processor,16.0 cm (6.3 inch) Full HD+ Display,"Samsung Galaxy A9 (Caviar Black, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3050 mAh Battery,16MP Rear Camera | 5MP Front Camera,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"₹33,500",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,14.48 cm (5.7 inch) Full HD Display,"Samsung Galaxy A8 (White, 32 GB)",
3220 mAh Battery,16MP Rear Camera | 3.7MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"₹39,999",1 Year for Mobile & 6 Months for Accessories,14.48 cm (5.7 inch) Quad HD Display,"Samsung Galaxy Note 4 (Blossom Pink, 32 GB)",
2950 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹16,200",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy E7 (Black, 16 GB)",
3300 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹17,490",Exynos Exynos Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy A7 2016 Edition (White, 16 GB)",1 Year for Mobile & 6 Months Accessories Warranty
2300 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹16,470",Brand Warranty of 1 Year,12.7 cm (5 inch) HD Display,"Samsung Galaxy A5 (Champagne Gold, 16 GB)",
3050 mAh Battery,16MP Rear Camera | 5MP Front Camera,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"₹25,990",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,14.48 cm (5.7 inch) Full HD Display,"Samsung Galaxy A8 (Gold, 32 GB)",
4300 mAh Battery,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,12 GB RAM | 512 GB ROM | Expandable Upto 1 TB,"₹94,700",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,17.27 cm (6.8 inch) Display,"Samsung Galaxy Note 10 Plus (Aura Black, 512 GB)",
3220 mAh Battery,16MP Rear Camera | 3.7MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"₹36,900",1 Year Manufacturer Warranty,14.48 cm (5.7 inch) Quad HD Display,"Samsung Galaxy Note 4 (Charcoal Black, 32 GB)",
3000 mAh Battery,16MP Rear Camera | 16MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹22,900",Exynos 7880 64-bit Octa Core 1.9GHz Processor,13.21 cm (5.2 inch) Full HD Display,"Samsung Galaxy A5-2017 (Gold Sand, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹19,990",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy A7 (Midnight Black, 16 GB)",
3300 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹15,900",Exynos 7870 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy On Nxt (Gold, 32 GB)",Brand Warranty of 1 Year
4000 mAh Li-Ion Battery,16MP Rear Camera | 16MP Front Camera,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"₹31,900",Qualcomm Snapdragon 653 Octa Core 1.95GHz Processor,15.24 cm (6 inch) Full HD Display,"Samsung Galaxy C9 Pro (Black, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3100 mAh Li-Ion Battery,8MP Rear Camera | 2MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹19,900",Hexa Core (A15 + A7) Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy Note 3 Neo (Black, 16 GB)",1 Year for Mobile & 6 Months for Accessories
3000 mAh Battery,16MP Rear Camera | 16MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹22,900",Exynos 7880 64-bit Octa Core 1.9GHz Processor,13.21 cm (5.2 inch) Full HD Display,"Samsung Galaxy A5-2017 (Black Sky, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4300 mAh Battery,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,12 GB RAM | 512 GB ROM | Expandable Upto 1 TB,"₹94,700",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,17.27 cm (6.8 inch) Display,"Samsung Galaxy Note 10 Plus (Aura Glow, 512 GB)",
3300 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹17,490",Exynos Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy A7 2016 Edition (Gold, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹10,490",Qualcomm MSM8916 Processor,12.7 cm (5 inch) HD Display,"Samsung Galaxy J5 (Gold, 8 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹19,990",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy A7 (Pearl White, 16 GB)",
2900 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹14,490",Exynos Exynos Octa Core 1.6GHz Processor,13.21 cm (5.2 inch) Full HD Display,"Samsung Galaxy A5 2016 Edition (White, 16 GB)",1 Year for Mobile & 6 Months Accessories Warranty
2800 mAh Li-Ion Battery,16MP Rear Camera | 2MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹21,999",Exynos 5422 Processor,12.95 cm (5.1 inch) Full HD Display,"Samsung Galaxy S5 (Copper Gold, 16 GB)",1 Year for Mobile & 6 Months for Accessories
2600 mAh Battery,16MP Rear Camera | 5MP Front Camera,3 GB RAM | 32 GB ROM,"₹44,900",0 0 Octa Core 2.1GHz Processor,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S6 Edge (White Pearl, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹17,490",Exynos Exynos Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy A7 2016 Edition (Black, 16 GB)",1 Year for Mobile & 6 Months Accessories Warranty
2600 mAh Li-Ion Battery,13MP Rear Camera | 2MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹15,999",1 Year for Mobile & 6 Months for Accessories,12.7 cm (5 inch) Full HD Display,"Samsung Galaxy S4 (Deep Black, 16 GB)",
