battery,camera,memory,price,processor,screen,title,warranty
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹11,390",Qualcomm MSM8916 Processor,12.7 cm (5 inch) HD Display,"Samsung Galaxy J5 (White, 8 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP + 5MP | 8MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹17,990",Exynos 7884 Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 Duo (Gold, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 400 GB,"₹68,900",Exynos 9810 Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S9 Plus (Lilac Purple, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Li-ion Battery,13MP Rear Camera | 8MP Front Camera,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹9,499",Exynos 7870 Octa Core 1.6 GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy On Nxt (Gold, 16 GB)",Brand Warranty of 1 Year
3500 mAh Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 400 GB,"₹68,900",Exynos 9810 Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S9 Plus (Burgundy Red, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 400 GB,"₹68,900",Exynos 9810 Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S9 Plus (Sunrise Gold, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3200 mAh Li-Ion Battery,13MP Rear Camera | 2MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,"₹50,650",1 Year for Mobile & 6 Months for Accessories,14.48 cm (5.7 inch) Full HD Display,"Samsung Galaxy Note 3 (Classic White, 32 GB)",
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹11,700",Exynos 7580 Octa Core 1.5GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 (Black, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP + 5MP | 8MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹17,990",Exynos 7884 Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 Duo (Black, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹8,800",Spreadtrum Quad Core 1.5GHz Processor,12.7 cm (5 inch) HD Display,"Samsung Galaxy J3 Pro (White, 16 GB)",Brand Warranty of 1 Year
5000 mAh Li-Ion Battery,16MP Rear Camera | 8MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"₹22,900",Qualcomm Snapdragon 652 Processor,15.24 cm (6 inch) Full HD Display,"Samsung Galaxy A9 Pro (Black, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹8,800",Spreadtrum Quad Core 1.5GHz Processor,12.7 cm (5 inch) HD Display,"Samsung Galaxy J3 Pro (Black, 16 GB)",Brand Warranty of 1 Year
4000 mAh Lithium-ion Battery,13MP + 2MP | 8MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹10,099",MediaTek MT6762 Processor,15.75 cm (6.2 inch) HD+ Display,"Samsung Galaxy A10s (Green, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,12MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 400 GB,"₹39,900",Exynos 9810 Processor,14.73 cm (5.8 inch) Quad HD+ Display,"Samsung Galaxy S9 (Lilac Purple, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3500 mAh Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 400 GB,"₹68,900",Exynos 9810 Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S9 Plus (Midnight Black, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Li-ion Battery,13MP Rear Camera | 8MP Front Camera,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹9,499",Exynos 7870 Octa Core 1.6 GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy On Nxt (Black, 16 GB)",Brand Warranty of 1 Year
2600 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹7,399",Exynos 3475 Quad Core 1.3GHz Processor,12.7 cm (5 inch) HD Display,"Samsung Galaxy On5 (Black, 8 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3300 mAh Lithium-ion Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹9,000",Qualcomm Snapdragon SD425 Processor,15.24 cm (6 inch) HD+ Display,"Samsung Galaxy J4 Plus (Black, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹11,700",Exynos 7580 Octa Core 1.5GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 (Gold, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1800 mAh Battery,3MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹5,499",1 Year for Mobile & 6 Months for Accessories,10.92 cm (4.3 inch) WVGA Display,"Samsung Galaxy Star Advance (Black, 4 GB)",
3500 mAh Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 400 GB,"₹68,900",Exynos 9810 Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S9 Plus (Coral Blue, 128 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4000 mAh Lithium-ion Battery,12MP + 12MP | 8MP Front Camera,8 GB RAM | 512 GB ROM | Expandable Upto 512 GB,"₹89,499",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,16.26 cm (6.4 inch) Quad HD+ Display,"Samsung Galaxy Note 9 (Metallic Copper, 512 GB)",
1800 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"₹14,700",1 Year for Mobile & 6 Months for Accessories,10.92 cm (4.3 inch) WVGA Display,"Samsung Galaxy Core (Chic White, 8 GB)",
3300 mAh Li-ion Battery,13MP Rear Camera | 13MP Front Camera,3 GB RAM | 32 GB ROM,"₹14,990",Exynos Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy J7 Prime 2 (Black, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1860 mAh Battery,12MP Rear Camera | 2.1MP Front Camera,2 GB RAM | 32 GB ROM,"₹22,389",1 Year for Mobile & 6 Months for Accessories,11.94 cm (4.7 inch) HD Display,"Samsung Galaxy Alpha (Charcoal Black, 32 GB)",
3100 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹10,990",Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,13.21 cm (5.2 inch) HD Display,"Samsung Galaxy J5 - 6 (New 2016 Edition) (White, 16 GB)",Brand Warranty of 1 Year
5000 mAh Battery,13MP Rear Camera,3 GB RAM | 32 GB ROM,"₹10,379",12 Months,16.26 cm (6.4 inch) Display,"Samsung Galaxy M30 (Black, 32 GB)",
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 256 GB,"₹7,400",0 0 Quad Core 1.4GHz Processor,12.7 cm (5 inch) Display,"Samsung Galaxy J2 Ace (Gold, 8 GB)",1 Year for Mobile & 6 Months Accessories Warranty
2600 mAh Lithium-ion Battery,5MP Rear Camera | 5MP Front Camera,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹5,599",Exynos 7870 Processor,12.7 cm (5 inch) Quad HD Display,"Samsung Galaxy A2 Core (Gold, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3000 mAh Li-Polymer Battery,16MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM,"₹40,900",Exynos 7420 64-bit Processor,14.48 cm (5.7 inch) Quad HD Display,"Samsung Galaxy Note 5 (Dual Sim) (Black Sapphire, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹8,200",Spreadtrum Quad-Core 1.5GHz Processor,12.7 cm (5 inch) HD Display,"Samsung Galaxy J2 Pro (Gold, 16 GB)",1 Year for Mobile & 6 Months Accessories Warranty
3300 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹13,490",Exynos 7580 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy On8 (Black, 16 GB)",Brand Warranty of 1 Year
2600 mAh Lithium-ion Battery,5MP Rear Camera | 5MP Front Camera,1 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹5,599",Exynos 7870 Processor,12.7 cm (5 inch) Quad HD Display,"Samsung Galaxy A2 Core (Dark Gray, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1800 mAh Battery,3MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹5,499",1 Year Manufacturer Warranty,10.92 cm (4.3 inch) WVGA Display,"Samsung Galaxy Star Advance (White, 4 GB)",
3400 mAh Battery,13MP Rear Camera,3 GB RAM | 32 GB ROM,"₹8,650",12 Months,15.8 cm (6.22 inch) Display,"Samsung Galaxy M10 (Charcoal Black, 32 GB)",
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"₹11,599",Qualcomm SDM450-B01 Processor,16.51 cm (6.5 inch) HD+ Display,"Samsung Galaxy A20s (Green, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
Spreadtrum SC7715 Processor,1500 mAh Li-Ion Battery,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹5,996",1 Year for Mobile & 6 Months for Accessories,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy Ace NXT (Black, 4 GB)",
2100 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹9,790",1 Year for Mobile & 6 Months for Accessories,12.7 cm (5 inch) WVGA Display,"Samsung Galaxy Grand Neo Plus (White, 8 GB)",
1300 mAh Li-ion Battery,2MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹4,890",1 Year for Mobile & 6 Months for Accessories,8.89 cm (3.5 inch) HVGA Display,"Samsung Galaxy Star 2 (Iris Charcoal, 4 GB)",
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM,"₹6,480",1 year manufacturer warranty for device and 6 months for accessories,12.7 cm (5 inch) Display,"Samsung On5 Pro (Gold, 16 GB)",
1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,512 MB RAM | 4 GB ROM | Expandable Upto 128 GB,"₹4,988",1 Year Manufacturer Warranty,10.92 cm (4.3 inch) WVGA Display,"Samsung Galaxy J1 Ace (Black, 4 GB)",
1300 mAh Li-ion Battery,2MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹4,890",1 Year for Mobile & 6 Months for Accessories,8.89 cm (3.5 inch) HVGA Display,"Samsung Galaxy Star 2 (White, 4 GB)",
1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,512 MB RAM | 4 GB ROM | Expandable Upto 128 GB,"₹4,988",1 Year Manufacturer Warranty,10.92 cm (4.3 inch) WVGA Display,"Samsung Galaxy J1 Ace (White, 4 GB)",
1500 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,512 MB RAM | 4 GB ROM,"₹6,499",1 Year for Mobile & 6 Months for Accessories,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy S Duos 3 (Charcoal Grey, 4 GB)",
3500 mAh Battery,12MP + 12MP | 8MP Front Camera,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"₹30,999",Exynos 9810 Processor,15.75 cm (6.2 inch) Quad HD+ Display,"Samsung Galaxy S9 Plus (Lilac Purple, 64 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
5000 mAh Battery,13MP Rear Camera,32 GB ROM,"₹11,090",12,16.0 cm (6.3 inch) Display,"Samsung Galaxy M20 (Ocean Blue, 32 GB)",
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM,"₹6,990",1 year manufacturer warranty for device and 6 months for accessories,12.7 cm (5 inch) Display,"Samsung On5 Pro (Black, 16 GB)",
2050 mAh Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹6,890",0 0 Quad Core 1.3GHz Processor,11.43 cm (4.5 inch) WVGA Display,"Samsung Galaxy J1 (4G) (Black, 8 GB)",Brand Warranty of 1 Year
2000 mAh Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹7,400",Exynos 3475 Quad Core 1.3GHz Processor,11.94 cm (4.7 inch) quarter HD Display,"Samsung Galaxy J2 (Gold, 8 GB)",1 Year Manufacturer Warranty
4000 mAh Battery,13MP Rear Camera,3 GB RAM | 32 GB ROM,"₹9,100",12 months,16.26 cm (6.4 inch) Display,"Samsung Galaxy M10S (Stainless Black, 32 GB)",
1500 mAh Li-Ion Battery,3.1MP Rear Camera | 0.3MP Front Camera,768 MB RAM | 4 GB ROM | Expandable Upto 64 GB,"₹3,990",Brand Warranty of 1 Year,10.16 cm (4 inch) WVGA Display,"Samsung Z1 (White, 4 GB)",
2600 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹5,590",1 Year Manufacturer Warranty,12.7 cm (5 inch) HD Display,"Samsung Tizen Z3 (Silver, 8 GB)",
2050 mAh Battery,5MP Rear Camera,1 GB RAM | 8 GB ROM,"₹7,550",0 0 Quad Core 1.3GHz Processor,11.43 cm (4.5 inch) Display,"Samsung Galaxy J1 (4G) (Gold, 8 GB)",1 Year Manufacturer Warranty
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM,"₹6,549",NA,13.97 cm (5.5 inch) Display,"Samsung On7 Pro (Black, 16 GB)",
2100 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹13,500",Cortex-A7 Processor,12.73 cm (5.01 inch) WVGA Display,"Samsung Galaxy Grand Neo (White, 8 GB)",1 Year for Mobile & 6 Months for Accessories
3300 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"₹11,599",Exynos 7870 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy On Nxt (Black, 64 GB)",Brand Warranty of 1 Year
6000 mAh Battery,48MP + 48MP + 8MP + 5MP | 16MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 512 MB,"₹16,999",Exynos 9611 Processor,16.26 cm (6.4 inch) Full HD Display,"Samsung Galaxy M30s (White, 128 GB)",1 Year Manufacturer Warranty
5000 mAh Battery,13MP Rear Camera,4 GB RAM | 64 GB ROM,"₹12,250",12 months,16.0 cm (6.3 inch) Display,"Samsung Galaxy M20 (Charcoal Black, 64 GB)",
2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM,"₹6,999",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,11.43 cm (4.5 inch) WVGA Display,"Samsung Galaxy Core Prime 4G (White, 8 GB)",
3000 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹7,990",Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy On7 (Gold, 8 GB)",Brand Warranty of 1 Year
,1 Year Manufacturer Warranty,3.81 cm (1.5 inch) Display,"₹1,500",,800 mAh Battery,Samsung Sm-B110E/D,
2600 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹5,690",1 Year Manufacturer Warranty,12.7 cm (5 inch) HD Display,"Samsung Tizen Z3 (Black, 8 GB)",
3300 mAh Battery,16MP Rear Camera | 16MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"₹26,600",Qualcomm Snapdragon Octa-Core 2.2GHz Processor,14.48 cm (5.7 inch) Full HD Display,"Samsung Galaxy C7 Pro (Navy Blue, 64 GB)",1 Year Manufacturer Warranty
3300 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"₹13,800",Exynos 7870 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) HD Display,"Samsung Galaxy J7 - 6 (New 2016 Edition) (Gold, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3400 mAh Battery,13MP Rear Camera,2 GB RAM | 16 GB ROM,"₹8,190",1,15.8 cm (6.22 inch) Display,"Samsung Galaxy M10 (Ocean Blue, 16 GB)",
1300 mAh Li-Ion Battery,3MP Rear Camera,384 MB RAM | 160 MB ROM | Expandable Upto 32 GB,"₹11,980",Qualcomm Scorpion Processor,7.98 cm (3.14 inch) QVGA Display,"Samsung Galaxy Y Duos (Pure White, 160 MB)",1 Year for Mobile & 6 Months for Accessories
3500 mAh Battery,16MP Rear Camera,6 GB RAM | 64 GB ROM,"₹16,860",1 Year Warranty,15.24 cm (6 inch) Display,"Samsung Galaxy A8 Plus (Black, 64 GB)",
1200 mAh Battery,2MP Rear Camera,32 MB RAM | 0 MB ROM | Expandable Upto 16 GB,"₹2,800",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,6.1 cm (2.4 inch) QVGA Display,Samsung B351E/Metro 350,
1000 mAh Battery,0.3MP Rear Camera,512 MB RAM | 2.27 MB ROM,"₹2,120",1 Year Manufacturer Warranty,5.08 cm (2 inch) VGA Display,Samsung Metro 313,
3000 mAh Li-Polymer Battery,16MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM,"₹37,990",Exynos Exynos 7420 64-bit Octa Core 2.1GHz Processor,14.48 cm (5.7 inch) Quad HD Display,"Samsung Galaxy Note 5 (Dual Sim) (Gold Platinum, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
4300 mAh Battery,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,"₹84,200",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,17.27 cm (6.8 inch) Display,"Samsung Galaxy Note 10 Plus (Aura White, 256 GB)",
1 Year Manufacturer Warranty,800 mAh Battery,512 MB RAM | 512 MB ROM,"₹1,662",,3.81 cm (1.5 inch) Display,Samsung Guru Plus B110,
1900 mAh Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹7,599",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,11.43 cm (4.5 inch) quarter HD Display,"Samsung Galaxy A3 (Midnight Black, 16 GB)",
2600 mAh Li-Ion Battery,8MP Rear Camera | 1.9MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹12,500",1 Year for Mobile & 6 Months for Accessories,14.73 cm (5.8 inch) quarter HD Display,"Samsung Galaxy Mega 5.8 (Black, 8 GB)",
3300 mAh Battery,13MP Rear Camera | 8MP Front Camera,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"₹9,990",Exynos 7870 Octa Core 1.6GHz Processor,13.97 cm (5.5 inch) Full HD Display,"Samsung Galaxy J7 Prime (Black, 16 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2550 mAh Battery,16MP Rear Camera | 5MP Front Camera,3 GB RAM | 32 GB ROM,"₹24,500",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S6 (White Pearl, 32 GB)",
2550 mAh Battery,16MP Rear Camera | 5MP Front Camera,3 GB RAM | 32 GB ROM,"₹27,900",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S6 (Black Sapphire, 32 GB)",
3000 mAh Battery,16MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM,"₹46,900",cortex A-53 Processor,14.48 cm (5.7 inch) HD Display,"Samsung Galaxy Note 5 (black sapphire, 32 GB)",1 Year Manufacturer Warranty
2400 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹8,490",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.7 cm (5 inch) HD Display,"Samsung Galaxy E5 (White, 16 GB)",
2400 mAh Battery,8MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹14,000",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.7 cm (5 inch) Display,"Samsung Galaxy E5 (Brown, 16 GB)",
2600 mAh Battery,16MP Rear Camera | 5MP Front Camera,3 GB RAM | 64 GB ROM,"₹29,999",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S6 Edge (Gold Platinum, 64 GB)",
1500 mAh Battery,3MP Rear Camera,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"₹5,490",1 Year Manufacturer Warranty,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy Ace NXT (Ceramic White, 4 GB)",
3000 mAh Battery,16MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM,"₹32,000",cortex A-53 Processor,14.48 cm (5.7 inch) HD Display,"Samsung Galaxy Note 5 (Silver, 32 GB)",1 Year Manufacturer Warranty
1500 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,717 MB RAM | 4 GB ROM | Expandable Upto 64 GB,"₹5,999",1 Year for Mobile & 6 Months for Accessories,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy S Duos 2 (Pure White, 4 GB)",
2300 mAh Battery,13MP Rear Camera | 5MP Front Camera,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹15,993",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.7 cm (5 inch) HD Display,"Samsung Galaxy A5 (Pearl White, 16 GB)",
3000 mAh Battery,16MP Rear Camera,4 GB RAM | 32 GB ROM,"₹32,990",Exynos 7420 Oct core 2.1 ghz Processor,14.48 cm (5.7 inch) Quad HD Display,"Samsung Galaxy Note 5 Dual (Gold Platinum, 32 GB)",1 Year for Mobile & 6 Months Accessories Warranty
2550 mAh Battery,16MP Rear Camera | 5MP Front Camera,3 GB RAM | 64 GB ROM,"₹45,365",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S6 (White Pearl, 64 GB)",
2100 mAh Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹5,999",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.7 cm (5 inch) WVGA Display,"Samsung Galaxy Grand Neo Plus (White, 8 GB)",
1500 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,717 MB RAM | 4 GB ROM | Expandable Upto 64 GB,"₹5,999",1 Year for Mobile & 6 Months for Accessories,10.16 cm (4 inch) WVGA Display,"Samsung Galaxy S Duos 2 (Black, 4 GB)",
2400 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,1.5 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"₹9,890",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.7 cm (5 inch) Display,"Samsung Galaxy E5 (Black, 16 GB)",
2100 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹5,999",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.73 cm (5.01 inch) WVGA Display,"Samsung Galaxy Grand Neo Plus (Midnight Black, 8 GB)",
2800 mAh Li-Ion Battery,8MP Rear Camera | 2.1MP Front Camera,1.5 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹17,450",1 Year for Mobile & 6 Months for Accessories,15.24 cm (6 inch) HD Display,"Samsung Galaxy Mega 2 (White, 8 GB)",
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹7,992",1 Year for Mobile & 6 Months for Accessories,12.7 cm (5 inch) Display,"Samsung Grand Prime (White, 8 GB)",
3600 mAh Li-Ion Battery,12MP Rear Camera | 5MP Front Camera,4 GB RAM | 32 GB ROM | Expandable Upto 200 GB,"₹41,900",Exynos 8890 Octa Core 2.3GHz Processor,13.97 cm (5.5 inch) Quad HD Display,"Samsung Galaxy S7 Edge (Gold Platinum, 32 GB)",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
2600 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"₹8,500",Qualcomm MSM8916 Snapdragon 410 Processor,12.7 cm (5 inch) quarter HD Display,"Samsung Grand Prime (Grey, 8 GB)",1 Year for Mobile & 6 Months for Accessories
2600 mAh Battery,8MP Rear Camera | 5MP Front Camera,1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,"₹8,990",1 Year Manufacturer Warranty,12.7 cm (5 inch) quarter HD Display,"Samsung Galaxy Grand Prime 4g (White, 8 GB)",
2600 mAh Battery,16MP Rear Camera | 5MP Front Camera,3 GB RAM | 64 GB ROM,"₹39,990",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,12.95 cm (5.1 inch) Quad HD Display,"Samsung Galaxy S6 Edge (Black, 64 GB)",
